equation,reaction_type,family,process,origin,depth,state_verdict,consistency_verdict,thermochemistry_verdict,kinetics_verdict,reaction_evidence_verdict,kinetics_or_reaction_evidence_verdict,accepted_by,id
CF2+ + CF2 -> CF2+ + CF + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_3cc694ce4d65
CF2+ + CF3 -> CF2+ + CF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_af143306f799
CF2+ + CF3 -> CF2+ + CF2 + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_bbce264bee7e
CF2- + CF2 -> CF2- + C + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_3be35e162350
CF2- + CF2 -> CF2- + CF + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_539f1974f5cf
CF2- + CF3 -> CF2- + CF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_73040e6c7988
CF2- + CF3 -> CF2- + CF2 + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_a6d26cc90940
CF3+ + CF2 -> CF3+ + C + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_c94c414d6363
CF3+ + CF2 -> CF3+ + CF + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_d33a24d20003
CF3+ + CF3 -> CF3+ + CF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_9148b9eed489
CF3+ + CF3 -> CF3+ + CF2 + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_8c73ad997029
CF3- + CF2 -> CF3- + C + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_9d5720f40390
CF3- + CF2 -> CF3- + CF + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_b1da24452c68
CF3- + CF3 -> CF3- + CF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_49bf0d93f970
CF3- + CF3 -> CF3- + CF2 + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_eee70cbb7831
CF4+ + CF2 -> CF4+ + C + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_99a36c9b4fa8
CF4+ + CF2 -> CF4+ + CF + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_3f6ebc4be8c4
CF4+ + CF3 -> CF4+ + CF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_ff12cabd48ef
CF4+ + CF3 -> CF4+ + CF2 + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_6f5bbd1b3f46
F- + CF2 -> F- + C + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_90179d462d8b
F- + CF2 -> F- + CF + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_40259d6c122a
F- + CF3 -> F- + CF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_732508018ebb
F- + CF3 -> F- + CF2 + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_32a9f43a324c
F2- + CF2 -> F2- + C + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_0abdf051dd6b
F2- + CF2 -> F2- + CF + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_db2836aeedca
F2- + CF3 -> F2- + CF + F2,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_e94464bb5cb4
F2- + CF3 -> F2- + CF2 + F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_523cd8be34e0
F2- + F2 -> F2- + 2 F,Collision-induced target dissociation,ion,collision_induced_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_a361745e15c2
CF2- + Ar -> Ar + CF2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_075753490d76
CF2- + CF2 -> 2 CF2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_08599d586aa0
CF2- + CF3 -> CF2 + CF3 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_81465c331702
CF2- + CF4 -> CF2 + CF4 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_07a897b340a7
CF2- + F -> CF2 + F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_0d95b0a08e92
CF3- + Ar -> Ar + CF3 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_4a332c448b60
CF3- + CF2 -> CF2 + CF3 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_52c25e531da7
CF3- + CF3 -> 2 CF3 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_4d933df67d58
CF3- + CF4 -> CF3 + CF4 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_e4329beb8a8f
CF3- + F -> CF3 + F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_02a708795c36
F- + Ar -> Ar + F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_6f368a55f7a0
F- + CF2 -> CF2 + F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_cb2ea7607fb1
F- + CF3 -> CF3 + F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_997da6e688da
F- + CF4 -> F + CF4 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_d3a27ffdf572
F- + F -> 2 F + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,pass,pass,pass,pass,kinetics; reaction_evidence,rxn_5d6b61e07430
F2- + Ar -> Ar + F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_657338f9d068
F2- + CF2 -> CF2 + F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_f88a9b441739
F2- + CF3 -> CF3 + F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_cfa1616a1f65
F2- + CF4 -> CF4 + F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_9f83cd04bb89
F2- + F -> F + F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,pass,pass,pass,kinetics; reaction_evidence,rxn_7785d33526a4
F2- + F2 -> 2 F2 + e,Collisional electron detachment,ion,collisional_detachment,mechanical,2,pass,pass,unknown,pass,pass,pass,kinetics; reaction_evidence,rxn_555409b7f5e3
Ar+ + CF3 -> CF2+ + Ar + F,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_c07dba58fb1c
CF2+ + CF3 -> CF2+ + CF2 + F,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_2d2a89ae7d77
CF2- + CF2 -> C- + CF2 + F2,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_ca1de1af55a7
CF2- + CF3 -> CF2- + CF2 + F,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_62ccd8bc4ee5
CF3+ + CF3 -> CF2+ + CF3 + F,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_de4a357b3e0a
CF3- + CF2 -> C- + CF3 + F2,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_238088920bbc
CF3- + CF3 -> CF2- + CF3 + F,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_0c21b9b27644
CF4+ + CF3 -> CF2+ + F + CF4,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_698c264d046d
F- + CF2 -> C- + F + F2,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_4b651d4c0642
F- + CF3 -> CF2- + 2 F,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_30c08c7c713a
F2- + CF2 -> C- + 2 F2,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_886c3adb16dd
F2- + CF3 -> CF2- + F + F2,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_8bc4f0246ded
F2- + F2 -> F- + F + F2,Dissociative charge transfer,ion,dissociative_charge_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_2b8da5a134bc
Ar+ + CF2 -> Ar+ + CF2,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_b09f211dfd9d
Ar+ + CF3 -> Ar+ + CF3,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_c75b8eb84a01
Ar+ + CF4 -> Ar+ + CF4,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_317a0bbcd744
Ar+ + F -> Ar+ + F,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_00c77ffb3278
CF2+ + Ar -> CF2+ + Ar,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_0c29910c3ff0
CF2+ + CF3 -> CF2+ + CF3,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_2dd6a291f588
CF2+ + CF4 -> CF2+ + CF4,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_f81ad9444b3b
CF2+ + F -> CF2+ + F,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_15ecdfa9d34a
CF2- + Ar -> CF2- + Ar,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_96cb31144d3b
CF2- + CF3 -> CF2- + CF3,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_5a8a710e7111
CF2- + CF4 -> CF2- + CF4,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_24eb11b81c2d
CF2- + F -> CF2- + F,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_18180a45e8be
CF3+ + Ar -> CF3+ + Ar,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_dfe8e26eb2cb
CF3+ + CF2 -> CF3+ + CF2,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_8dcc7c940a7a
CF3+ + CF4 -> CF3+ + CF4,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_9bdfefafe6ba
CF3+ + F -> CF3+ + F,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_6a8093e2f545
CF3- + Ar -> CF3- + Ar,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_a11cbd02cf33
CF3- + CF2 -> CF3- + CF2,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_beb0b15030fb
CF3- + CF4 -> CF3- + CF4,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_2c6cb8931ae7
CF3- + F -> CF3- + F,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_9ca24116455c
CF4+ + Ar -> CF4+ + Ar,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_006dd216022e
CF4+ + CF2 -> CF4+ + CF2,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_e2363d97c2fa
CF4+ + CF3 -> CF4+ + CF3,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_38769bac55c1
CF4+ + F -> CF4+ + F,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_307de1bd20e6
F- + Ar -> F- + Ar,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_4785dfab7c07
F- + CF2 -> F- + CF2,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_783b1196ccd4
F- + CF3 -> F- + CF3,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_b7c1b0f530a3
F- + CF4 -> F- + CF4,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_a37306cb32cb
F2- + Ar -> F2- + Ar,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_00fae586aadf
F2- + CF2 -> F2- + CF2,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_4cf7d9cef5d5
F2- + CF3 -> F2- + CF3,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_98e76867d825
F2- + CF4 -> F2- + CF4,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_2e88795faabc
F2- + F -> F2- + F,Ion-neutral elastic scattering,ion,elastic,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_aaa232452058
CF2+ + CF4 -> CF3+ + CF3,Ligand transfer,ion,ligand_transfer,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_da87f66ade25
CF2- + CF4 -> CF3- + CF3,Ligand transfer,ion,ligand_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_bac14ef897ca
F- + CF4 -> F2- + CF3,Ligand transfer,ion,ligand_transfer,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_c0969db83a54
Ar+ + CF2- -> Ar + CF2,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_74eb7bde3e0f
Ar+ + CF3- -> Ar + CF3,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_2e196f4a1f86
Ar+ + F- -> Ar + F,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_5a8abcb23ae7
Ar+ + F2- -> Ar + F2,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_332f20e828db
CF2+ + CF2- -> 2 CF2,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_92dfd266b852
CF2+ + CF3- -> CF2 + CF3,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_5f5d8abc0390
CF2+ + F- -> CF2 + F,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_d5994dea6ca4
CF2+ + F2- -> CF2 + F2,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_5c2ee2b9c501
CF3+ + CF2- -> CF2 + CF3,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_4ec9a6b7a9c3
CF3+ + CF3- -> 2 CF3,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_4dfb0eb5ae48
CF3+ + F- -> CF3 + F,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_d1b7b186e81d
CF3+ + F2- -> CF3 + F2,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_b543b086584e
CF4+ + CF2- -> CF2 + CF4,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_f732af307505
CF4+ + CF3- -> CF3 + CF4,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_f3209d8d3bc9
CF4+ + F- -> F + CF4,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_84daaff23b22
CF4+ + F2- -> CF4 + F2,Ion-ion mutual neutralization,ion,mutual_neutralization,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_96918d466676
CF2- + Ar -> C- + Ar + F2,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_ebb2b87d67e0
CF2- + CF2 -> C- + CF2 + F2,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_6457e2c12dff
CF2- + CF3 -> C- + CF3 + F2,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_2584b7f46b68
CF2- + CF4 -> C- + CF4 + F2,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_00493a89684f
CF2- + F -> C- + F + F2,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_66419ed25545
CF3+ + Ar -> CF2+ + Ar + F,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_63917c498ded
CF3+ + CF2 -> CF2+ + CF2 + F,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_d6fcd2d4edd7
CF3+ + CF3 -> CF2+ + CF3 + F,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_f6efe34aa8f8
CF3+ + CF4 -> CF2+ + F + CF4,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_e84bd0268e59
CF3+ + F -> CF2+ + 2 F,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,pass,unknown,unknown,unknown,,rxn_a2c4a86664d1
CF3- + Ar -> CF2- + Ar + F,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_86d14fb31733
CF3- + CF2 -> CF2- + CF2 + F,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_6ed22daa8b87
CF3- + CF3 -> CF2- + CF3 + F,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_589657a61a21
CF3- + CF4 -> CF2- + F + CF4,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_8b523020839e
CF3- + F -> CF2- + 2 F,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_93b5dcc71346
CF4+ + Ar -> CF2+ + Ar + F2,Projectile-ion dissociation,ion,projectile_dissociation,mechanical,2,pass,pass,unknown,unknown,unknown,unknown,,rxn_58a347f62e97
